8  ,  55  ,  0  ,  48  ,  4083  ,  0  ,  0
9  ,  56  ,  0  ,  7  ,  4407  ,  0  ,  0
14  ,  61  ,  1  ,  19  ,  9975  ,  0  ,  0
24  ,  75  ,  1  ,  19  ,  9975  ,  0  ,  0
29  ,  80  ,  0  ,  51  ,  16977  ,  0  ,  0
26  ,  77  ,  1  ,  25  ,  20784  ,  0  ,  0
3  ,  50  ,  1  ,  26  ,  21872  ,  0  ,  0
1  ,  48  ,  0  ,  27  ,  22961  ,  0  ,  0
26  ,  77  ,  0  ,  40  ,  23197  ,  0  ,  0
0  ,  47  ,  0  ,  16  ,  25971  ,  0  ,  0
14  ,  61  ,  0  ,  1  ,  26768  ,  0  ,  0
24  ,  75  ,  0  ,  1  ,  26768  ,  0  ,  0
1  ,  48  ,  1  ,  39  ,  29599  ,  0  ,  0
14  ,  61  ,  1  ,  55  ,  29890  ,  0  ,  0
24  ,  75  ,  1  ,  55  ,  29890  ,  0  ,  0
15  ,  62  ,  0  ,  51  ,  30887  ,  0  ,  0
29  ,  80  ,  1  ,  51  ,  35167  ,  0  ,  0
11  ,  58  ,  0  ,  3  ,  36434  ,  0  ,  0
13  ,  60  ,  1  ,  57  ,  37416  ,  0  ,  0
13  ,  60  ,  0  ,  15  ,  38792  ,  0  ,  0
29  ,  80  ,  0  ,  33  ,  39120  ,  0  ,  0
2  ,  49  ,  1  ,  5  ,  45030  ,  0  ,  0
3  ,  50  ,  0  ,  17  ,  45249  ,  0  ,  0
2  ,  49  ,  0  ,  29  ,  46537  ,  0  ,  0
2  ,  49  ,  1  ,  32  ,  47662  ,  0  ,  0
6  ,  53  ,  0  ,  54  ,  48062  ,  0  ,  0
2  ,  49  ,  0  ,  26  ,  48622  ,  0  ,  0
6  ,  53  ,  1  ,  27  ,  49711  ,  0  ,  0
3  ,  50  ,  1  ,  56  ,  50238  ,  0  ,  0
14  ,  61  ,  0  ,  16  ,  51651  ,  0  ,  0
24  ,  75  ,  0  ,  46  ,  52196  ,  0  ,  0
3  ,  50  ,  0  ,  26  ,  52902  ,  0  ,  0
6  ,  53  ,  0  ,  30  ,  55115  ,  0  ,  0
12  ,  59  ,  1  ,  40  ,  56367  ,  0  ,  0
0  ,  47  ,  1  ,  20  ,  66703  ,  0  ,  0
13  ,  60  ,  1  ,  21  ,  66721  ,  0  ,  0
29  ,  80  ,  1  ,  24  ,  66776  ,  0  ,  0
24  ,  75  ,  1  ,  4  ,  68552  ,  0  ,  0
2  ,  49  ,  1  ,  11  ,  68680  ,  0  ,  0
2  ,  49  ,  0  ,  59  ,  71693  ,  0  ,  0
11  ,  58  ,  1  ,  47  ,  72544  ,  0  ,  0
11  ,  58  ,  0  ,  59  ,  73833  ,  0  ,  0
10  ,  57  ,  1  ,  33  ,  74430  ,  0  ,  0
24  ,  75  ,  0  ,  37  ,  74503  ,  0  ,  0
24  ,  75  ,  1  ,  19  ,  76315  ,  0  ,  0
2  ,  49  ,  1  ,  37  ,  76643  ,  0  ,  0
11  ,  58  ,  1  ,  37  ,  76643  ,  0  ,  0
2  ,  49  ,  0  ,  27  ,  82881  ,  0  ,  0
13  ,  60  ,  0  ,  51  ,  83317  ,  0  ,  0
29  ,  80  ,  0  ,  51  ,  83317  ,  0  ,  0
12  ,  59  ,  0  ,  49  ,  85421  ,  0  ,  0
24  ,  75  ,  0  ,  19  ,  90225  ,  0  ,  0
1  ,  48  ,  0  ,  59  ,  93093  ,  0  ,  0
14  ,  61  ,  1  ,  40  ,  97027  ,  0  ,  0
24  ,  75  ,  1  ,  40  ,  97027  ,  0  ,  0
2  ,  49  ,  1  ,  11  ,  97570  ,  0  ,  0
2  ,  49  ,  0  ,  35  ,  98006  ,  0  ,  0
2  ,  49  ,  1  ,  35  ,  99076  ,  0  ,  0
2  ,  49  ,  0  ,  14  ,  99764  ,  0  ,  0
2  ,  49  ,  1  ,  26  ,  101052  ,  0  ,  0
2  ,  49  ,  0  ,  53  ,  101544  ,  0  ,  0
6  ,  53  ,  1  ,  28  ,  102159  ,  0  ,  0
15  ,  62  ,  1  ,  40  ,  103447  ,  0  ,  0
11  ,  58  ,  0  ,  56  ,  104808  ,  0  ,  0
29  ,  80  ,  1  ,  34  ,  105478  ,  0  ,  0
10  ,  57  ,  0  ,  53  ,  110104  ,  0  ,  0
25  ,  76  ,  1  ,  31  ,  111843  ,  0  ,  0
3  ,  50  ,  1  ,  58  ,  112335  ,  0  ,  0
29  ,  80  ,  0  ,  49  ,  113241  ,  0  ,  0
2  ,  49  ,  1  ,  42  ,  115253  ,  0  ,  0
10  ,  57  ,  1  ,  5  ,  115650  ,  0  ,  0
3  ,  50  ,  0  ,  28  ,  116069  ,  0  ,  0
2  ,  49  ,  0  ,  42  ,  116323  ,  0  ,  0
3  ,  50  ,  1  ,  40  ,  117357  ,  0  ,  0
3  ,  50  ,  0  ,  55  ,  118700  ,  0  ,  0
14  ,  61  ,  0  ,  13  ,  119006  ,  0  ,  0
24  ,  75  ,  0  ,  40  ,  119497  ,  0  ,  0
3  ,  50  ,  1  ,  4  ,  122052  ,  0  ,  0
3  ,  50  ,  0  ,  40  ,  122707  ,  0  ,  0
15  ,  62  ,  0  ,  46  ,  126026  ,  0  ,  0
6  ,  53  ,  0  ,  12  ,  126478  ,  0  ,  0
1  ,  48  ,  1  ,  44  ,  142040  ,  0  ,  0
26  ,  77  ,  1  ,  6  ,  143489  ,  0  ,  0
9  ,  56  ,  1  ,  24  ,  144886  ,  0  ,  0
24  ,  75  ,  1  ,  2  ,  145556  ,  0  ,  0
26  ,  77  ,  0  ,  51  ,  146447  ,  0  ,  0
24  ,  75  ,  0  ,  38  ,  147281  ,  0  ,  0
6  ,  53  ,  1  ,  58  ,  161555  ,  0  ,  0
15  ,  62  ,  1  ,  1  ,  161588  ,  0  ,  0
9  ,  56  ,  0  ,  22  ,  165180  ,  0  ,  0
